"vehicle_type","towing_and_articulation","vehicle_manoeuvre","vehicle_location.restricted_lane","junction_location","skidding_and_overturning","hit_object_in_carriageway","vehicle_leaving_carriageway","hit_object_off_carriageway","X1st_point_of_impact","was_vehicle_left_hand_drive.","journey_purpose_of_driver","sex_of_driver","age_of_driver","age_band_of_driver","engine_capacity_.cc.","propulsion_code","age_of_vehicle","driver_home_area_type","number_of_vehicles","day_of_week","time","X1st_road_class","road_type","speed_limit","junction_detail","junction_control","X2nd_road_class","pedestrian_crossing.human_control","pedestrian_crossing.physical_facilities","light_conditions","weather_conditions","road_surface_conditions","special_conditions_at_site","carriageway_hazards","urban_or_rural_area","pedestrian_location","pedestrian_movement","fatal"
9,0,18,0,2,0,0,0,0,3,1,6,2,61,9,2231,2,4,1,6,3,"09:24:00",4,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
19,0,18,0,2,0,0,0,0,1,1,1,1,48,8,2143,2,2,NA,6,3,"09:24:00",4,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,3,0,2,0,0,0,0,3,1,6,1,69,10,1388,1,4,1,6,3,"09:24:00",4,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,9,0,6,0,0,0,0,1,1,6,1,30,6,NA,NA,NA,NA,2,4,"13:24:00",6,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,8,0,0,0,0,4,1,6,2,23,5,1968,2,9,1,2,4,"13:24:00",6,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,4,1,6,2,23,5,1968,2,9,1,2,4,"13:24:00",6,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,0,0,0,0,0,4,1,6,2,29,6,1275,1,16,1,1,6,"17:05:00",6,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"5","2",0
19,0,5,0,0,0,0,0,0,0,1,1,1,53,8,1753,2,4,1,2,4,"07:02:00",6,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
2,0,18,0,0,0,0,0,0,0,1,1,1,50,8,49,1,NA,1,2,4,"07:02:00",6,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
19,0,1,0,1,0,0,0,0,2,2,6,1,28,6,NA,NA,NA,NA,2,6,"19:20:00",3,3,30,6,2,5,0,5,1,1,1,0,0,1,"NA","NA",0
3,0,10,0,1,0,0,0,0,1,1,6,1,27,6,124,1,2,1,2,6,"19:20:00",3,3,30,6,2,5,0,5,1,1,1,0,0,1,"0","0",0
9,0,5,0,6,0,0,0,0,1,1,6,1,30,6,NA,NA,NA,NA,2,1,"16:10:00",3,6,30,6,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,8,0,0,0,0,3,1,6,1,77,11,998,1,13,1,2,1,"16:10:00",3,6,30,6,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,1,0,0,0,0,1,1,6,2,30,6,1149,1,12,1,3,7,"18:00:00",3,6,30,9,2,3,0,0,1,1,1,0,0,1,"0","0",0
9,0,3,0,1,0,0,0,0,2,1,6,2,63,9,1598,1,13,1,3,7,"18:00:00",3,6,30,9,2,3,0,0,1,1,1,0,0,1,"0","0",0
19,0,10,0,1,0,0,0,0,2,1,6,1,43,7,2402,2,7,1,3,7,"18:00:00",3,6,30,9,2,3,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,3,0,0,0,0,1,1,3,1,41,7,1997,2,10,1,1,5,"08:15:00",5,6,30,2,4,5,0,0,1,1,1,0,0,1,"5","4",0
9,0,9,0,6,0,0,0,0,1,1,1,1,47,8,1995,2,12,NA,1,3,"11:00:00",3,6,30,3,4,5,0,0,1,1,1,0,0,1,"5","1",0
9,0,18,0,4,0,0,0,0,1,1,6,1,66,10,2498,1,14,3,2,4,"17:39:00",3,1,40,1,4,3,0,0,1,1,1,0,0,2,"NA","NA",0
9,0,18,0,4,0,0,0,0,2,1,6,1,33,6,998,1,4,3,2,4,"17:39:00",3,1,40,1,4,3,0,0,1,1,1,0,0,2,"0","0",0
9,0,18,0,4,0,0,0,0,2,1,6,1,33,6,998,1,4,3,2,4,"17:39:00",3,1,40,1,4,3,0,0,1,1,1,0,0,2,"0","0",0
20,0,17,0,1,5,10,2,2,4,1,6,1,56,9,NA,NA,NA,1,1,1,"20:00:00",6,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,7,0,8,0,0,0,0,1,1,6,1,30,6,1997,2,5,NA,2,4,"10:45:00",3,6,30,3,2,5,0,5,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,8,0,0,0,0,4,1,6,2,20,4,NA,NA,NA,1,2,4,"10:45:00",3,6,30,3,2,5,0,5,1,1,1,0,0,1,"0","0",0
4,0,17,0,1,0,10,7,0,1,1,6,1,23,5,125,1,NA,1,1,4,"06:15:00",3,1,40,1,4,3,0,0,1,1,1,0,0,2,"0","0",0
19,0,18,0,8,5,0,0,0,4,1,1,1,38,7,1598,2,NA,NA,2,4,"22:45:00",3,6,40,6,2,3,0,5,4,2,2,0,0,1,"0","0",0
19,0,18,0,8,5,0,0,0,4,1,1,1,38,7,1598,2,NA,NA,2,4,"22:45:00",3,6,40,6,2,3,0,5,4,2,2,0,0,1,"0","0",0
9,0,7,0,8,0,0,0,0,1,1,6,2,22,5,1149,1,11,3,2,4,"22:45:00",3,6,40,6,2,3,0,5,4,2,2,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,2,40,7,1461,2,5,NA,1,3,"16:30:00",3,6,30,3,4,5,0,4,1,1,1,0,0,1,"5","9",0
9,0,18,0,8,0,0,0,0,1,1,6,2,40,7,1461,2,5,NA,1,3,"16:30:00",3,6,30,3,4,5,0,4,1,1,1,0,0,1,"5","9",0
9,0,9,0,5,0,0,0,0,1,1,6,2,42,7,1598,1,10,1,2,1,"14:50:00",5,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,8,0,0,0,0,3,1,6,1,24,5,NA,NA,NA,1,2,1,"14:50:00",5,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,1,1,6,1,92,11,1329,1,5,1,2,7,"14:25:00",3,6,40,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
5,0,18,0,8,0,0,0,0,4,1,6,1,21,5,NA,NA,NA,1,2,7,"14:25:00",3,6,40,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,7,0,8,0,0,0,0,4,1,6,1,49,8,NA,NA,NA,1,1,6,"15:40:00",6,6,30,9,4,6,0,0,1,1,1,0,0,1,"8","1",0
9,0,18,0,0,0,4,0,0,1,1,6,2,67,10,1242,1,11,1,2,7,"17:55:00",3,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,0,2,0,0,0,0,0,0,1,1,6,2,35,6,1582,1,8,1,2,7,"17:55:00",3,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,0,0,0,0,0,1,1,6,2,81,11,1598,1,5,1,2,5,"11:19:00",4,6,30,0,NA,NA,2,1,1,1,1,0,0,1,"NA","NA",0
9,0,4,0,0,0,0,0,0,2,1,6,2,33,6,1229,1,7,1,2,5,"11:19:00",4,6,30,0,NA,NA,2,1,1,1,1,0,0,1,"0","0",0
9,0,18,0,2,0,0,0,0,1,1,6,3,NA,NA,NA,NA,NA,NA,1,5,"20:15:00",3,6,30,6,2,3,0,5,1,1,2,0,0,1,"4","3",0
9,0,18,0,8,0,0,0,0,3,1,2,2,31,6,1956,2,5,1,2,2,"07:24:00",3,1,40,1,4,3,0,0,1,8,1,0,0,1,"NA","NA",0
1,0,18,0,8,0,0,0,0,4,1,2,1,46,8,NA,NA,NA,1,2,2,"07:24:00",3,1,40,1,4,3,0,0,1,8,1,0,0,1,"0","0",0
9,0,18,0,4,0,0,0,0,3,1,6,1,40,7,1896,2,11,1,2,1,"19:55:00",5,1,30,1,4,5,0,0,1,1,2,0,0,1,"0","0",0
9,0,18,0,4,0,0,0,0,1,1,6,1,24,5,1910,2,9,1,2,1,"19:55:00",5,1,30,1,4,5,0,0,1,1,2,0,0,1,"NA","NA",0
9,0,4,0,0,0,0,0,0,1,1,6,2,39,7,1595,1,9,1,1,1,"16:50:00",6,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"5","1",0
19,0,1,9,0,0,0,0,0,2,1,1,1,28,6,NA,NA,NA,1,1,6,"09:30:00",6,3,30,0,NA,NA,0,0,1,1,1,0,0,1,"5","1",0
9,0,9,0,8,0,0,0,0,1,1,6,1,29,6,998,1,10,1,2,6,"06:58:00",3,6,40,8,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
5,0,18,0,8,0,0,0,0,3,1,6,1,56,9,NA,NA,NA,1,2,6,"06:58:00",3,6,40,8,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,1,0,0,0,0,0,0,2,1,1,1,40,7,1910,2,9,1,2,5,"09:10:00",4,9,30,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,2,0,0,0,0,0,0,2,1,1,1,50,8,1588,1,12,1,2,5,"09:10:00",4,9,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
8,0,5,0,1,0,0,0,0,1,1,1,1,33,6,1956,2,1,1,1,5,"03:10:00",6,2,30,3,4,6,0,0,4,1,1,0,0,1,"9","9",0
9,0,14,0,1,0,0,0,0,4,1,6,2,NA,NA,1560,2,1,NA,1,4,"19:18:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"10","2",0
9,0,18,0,0,0,0,0,0,0,1,6,1,25,5,1781,1,11,1,1,7,"19:30:00",5,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
20,0,18,0,1,0,0,0,0,4,1,3,1,30,6,NA,NA,NA,NA,1,3,"13:25:00",5,6,30,3,4,5,0,0,1,2,2,0,0,1,"5","1",0
9,0,18,0,1,0,0,0,0,1,1,6,1,47,8,2776,2,9,1,2,7,"18:35:00",3,6,30,3,4,6,0,0,1,2,2,0,0,1,"NA","NA",0
9,0,4,0,1,0,0,0,0,2,1,6,2,57,9,1149,1,11,1,2,7,"18:35:00",3,6,30,3,4,6,0,0,1,2,2,0,0,1,"0","0",0
9,0,4,0,1,0,0,0,0,2,1,6,2,57,9,1149,1,11,1,2,7,"18:35:00",3,6,30,3,4,6,0,0,1,2,2,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,1,30,6,1195,1,17,NA,3,7,"19:33:00",5,6,30,6,4,5,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,17,0,8,0,0,0,0,1,1,6,1,25,5,1598,2,3,1,3,7,"19:33:00",5,6,30,6,4,5,0,0,1,1,1,0,0,1,"0","0",0
9,0,17,0,8,0,0,0,0,1,1,6,1,25,5,1598,2,3,1,3,7,"19:33:00",5,6,30,6,4,5,0,0,1,1,1,0,0,1,"0","0",0
9,0,2,0,8,0,0,0,0,0,1,6,3,NA,NA,1762,1,16,NA,3,7,"19:33:00",5,6,30,6,4,5,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,1,1,0,0,0,1,1,6,2,50,8,1685,2,1,NA,1,2,"14:00:00",3,3,40,9,4,6,0,0,1,2,2,4,0,1,"5","1",0
1,0,18,4,0,0,0,0,0,1,1,6,1,32,6,NA,NA,NA,1,3,4,"07:20:00",3,6,40,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,0,0,0,0,0,1,1,6,2,23,5,1598,1,9,1,3,4,"07:20:00",3,6,40,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,2,4,0,0,0,0,0,2,1,6,3,20,4,1984,1,14,NA,3,4,"07:20:00",3,6,40,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,7,0,2,0,0,1,0,1,1,6,1,17,4,1229,1,3,1,2,3,"16:39:00",3,6,30,3,2,3,0,5,1,1,1,0,0,1,"0","0",0
9,0,2,0,2,0,0,0,0,2,1,6,1,55,8,1497,8,8,1,2,3,"16:39:00",3,6,30,3,2,3,0,5,1,1,1,0,0,1,"0","0",0
9,0,18,0,0,0,0,0,0,3,1,6,1,32,6,1396,1,NA,1,1,5,"16:49:00",6,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"5","4",0
9,0,7,0,2,0,0,0,0,1,1,6,2,44,7,2987,2,6,1,1,2,"11:15:00",5,6,30,5,4,6,0,0,1,2,2,0,0,1,"5","1",0
9,0,7,0,6,0,0,0,0,3,1,6,2,24,5,1686,2,10,1,2,2,"12:50:00",3,6,30,3,4,6,0,0,1,2,2,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,1,38,7,3222,2,10,1,2,2,"12:50:00",3,6,30,3,4,6,0,0,1,2,2,0,0,1,"0","0",0
9,0,17,0,2,0,0,0,0,1,1,6,1,25,5,1598,1,1,1,1,2,"18:50:00",5,6,30,6,4,5,0,0,1,2,2,0,0,1,"5","3",0
9,0,17,0,2,0,0,0,0,1,1,6,1,25,5,1598,1,1,1,1,2,"18:50:00",5,6,30,6,4,5,0,0,1,2,2,0,0,1,"5","3",0
1,0,18,0,2,0,0,0,0,1,1,6,1,9,2,NA,NA,NA,1,2,6,"17:36:00",3,6,30,3,4,5,0,8,1,1,1,0,0,1,"0","0",0
9,0,18,0,2,0,0,0,0,1,1,6,1,20,4,1299,1,13,1,2,6,"17:36:00",3,6,30,3,4,5,0,8,1,1,1,0,0,1,"NA","NA",0
9,0,7,0,6,0,0,0,0,1,1,6,1,28,6,1995,2,1,1,1,3,"20:55:00",3,6,30,3,4,6,0,4,1,1,1,0,0,1,"4","1",0
9,0,16,0,8,0,0,0,0,4,1,6,1,25,5,2987,2,1,1,1,5,"17:01:00",4,6,30,9,4,3,0,4,1,1,1,0,0,1,"5","1",0
9,0,9,0,8,0,0,0,0,1,1,1,1,47,8,NA,NA,NA,1,1,6,"15:00:00",3,6,30,7,4,6,0,0,1,1,1,0,0,1,"5","3",0
9,0,18,0,2,0,0,0,0,1,1,6,1,30,6,1686,2,3,NA,1,7,"02:55:00",3,6,30,3,4,6,0,0,4,5,2,0,0,1,"9","9",0
9,0,9,0,8,0,0,0,0,3,1,6,2,52,8,1560,2,2,2,2,5,"18:35:00",3,6,60,3,4,4,0,0,1,1,1,0,0,2,"0","0",0
1,0,18,0,8,0,0,0,0,1,1,6,1,42,7,NA,NA,NA,NA,2,5,"18:35:00",3,6,60,3,4,4,0,0,1,1,1,0,0,2,"0","0",0
1,0,18,0,0,0,0,0,0,1,1,6,1,15,3,NA,NA,NA,1,2,1,"22:10:00",3,6,30,0,NA,NA,0,0,4,1,1,0,0,1,"0","0",0
9,0,18,0,0,0,0,0,0,1,1,1,1,53,8,1686,2,5,1,2,1,"22:10:00",3,6,30,0,NA,NA,0,0,4,1,1,0,0,1,"NA","NA",0
1,0,18,0,8,0,0,0,0,1,1,6,1,10,2,NA,NA,NA,1,2,5,"17:21:00",6,6,30,6,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,1,51,8,2902,2,7,1,2,5,"17:21:00",6,6,30,6,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,1,0,0,0,0,1,1,6,1,56,9,2198,2,7,1,2,4,"11:42:00",4,6,30,3,4,5,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,1,0,0,0,0,2,1,6,1,37,7,1968,2,1,1,2,4,"11:42:00",4,6,30,3,4,5,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,0,0,0,0,0,1,1,6,3,NA,NA,1560,2,3,NA,1,4,"15:20:00",6,6,30,0,NA,NA,0,0,1,1,1,0,0,2,"5","1",0
19,0,18,0,0,1,0,0,0,1,1,1,1,38,7,2143,2,6,1,2,1,"18:20:00",5,6,30,0,NA,NA,0,0,1,2,2,0,0,1,"NA","NA",0
9,0,18,0,0,0,0,0,0,1,1,6,1,47,8,1560,2,5,1,2,1,"18:20:00",5,6,30,0,NA,NA,0,0,1,2,2,0,0,1,"0","0",0
9,0,18,0,0,0,0,0,0,1,1,6,1,47,8,1560,2,5,1,2,1,"18:20:00",5,6,30,0,NA,NA,0,0,1,2,2,0,0,1,"0","0",0
9,0,18,0,0,0,0,0,0,1,1,6,1,47,8,1560,2,5,1,2,1,"18:20:00",5,6,30,0,NA,NA,0,0,1,2,2,0,0,1,"0","0",0
9,0,18,0,0,0,0,0,0,1,1,6,1,47,8,1560,2,5,1,2,1,"18:20:00",5,6,30,0,NA,NA,0,0,1,2,2,0,0,1,"0","0",0
9,0,9,0,6,0,0,0,0,4,1,6,1,70,10,1968,2,2,1,2,1,"14:42:00",3,6,30,3,4,6,0,0,1,2,2,0,0,1,"NA","NA",0
1,0,18,4,8,0,0,0,0,3,1,6,1,56,9,NA,NA,NA,1,2,1,"14:42:00",3,6,30,3,4,6,0,0,1,2,2,0,0,1,"0","0",0
1,0,18,4,8,0,0,0,0,3,1,6,1,56,9,NA,NA,NA,1,2,1,"14:42:00",3,6,30,3,4,6,0,0,1,2,2,0,0,1,"0","0",0
19,0,18,0,8,0,0,0,0,4,1,1,2,32,6,1753,2,9,1,1,6,"18:23:00",6,6,30,3,4,6,0,0,1,1,1,0,0,1,"5","1",0
9,0,18,0,8,0,0,0,0,3,1,6,2,29,6,1598,1,8,1,2,5,"10:35:00",5,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
5,0,18,0,8,0,0,0,0,1,1,6,1,30,6,NA,NA,NA,1,2,5,"10:35:00",5,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,4,0,0,0,0,3,1,2,1,56,9,1560,2,11,1,2,5,"06:25:00",3,1,40,1,4,3,0,0,1,1,2,0,0,2,"NA","NA",0
1,0,18,0,8,0,0,0,0,1,1,2,1,35,6,NA,NA,NA,1,2,5,"06:25:00",3,1,40,1,4,3,0,0,1,1,2,0,0,2,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,1,30,6,1595,1,15,NA,2,7,"16:25:00",6,6,30,6,4,6,0,0,1,1,2,3,0,1,"NA","NA",0
9,0,9,0,8,0,0,0,0,4,1,6,2,27,6,1397,1,13,1,2,7,"16:25:00",6,6,30,6,4,6,0,0,1,1,2,3,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,1,17,4,1796,1,12,1,2,2,"16:20:00",6,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,8,0,0,0,0,1,1,6,1,37,7,1560,2,1,1,2,2,"16:20:00",6,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,7,0,1,1,6,1,24,5,1798,1,9,1,2,4,"16:37:00",5,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,0,1,6,1,40,7,2184,2,12,1,2,4,"16:37:00",5,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,0,0,0,0,0,1,1,6,3,NA,NA,NA,NA,NA,NA,1,2,"23:15:00",4,6,30,0,NA,NA,0,0,4,1,1,0,0,1,"10","9",0
9,0,18,0,0,0,0,0,0,1,1,6,1,54,8,1229,1,1,1,1,3,"15:27:00",3,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"5","1",0
9,0,18,0,8,0,0,0,0,1,2,6,3,NA,NA,NA,NA,NA,NA,2,5,"15:10:00",5,6,30,6,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,8,0,0,0,0,1,1,6,2,59,9,2204,2,8,1,2,5,"15:10:00",5,6,30,6,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,2,0,0,0,0,1,1,6,1,28,6,998,1,12,1,1,3,"14:30:00",3,6,30,3,4,6,0,4,1,1,1,0,0,1,"4","1",0
9,0,5,0,8,0,0,0,0,4,1,6,1,30,6,1390,1,8,1,2,7,"13:15:00",6,6,30,6,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
5,0,18,0,8,0,0,0,0,1,1,6,1,43,7,NA,NA,NA,1,2,7,"13:15:00",6,6,30,6,4,6,0,0,1,1,1,0,0,1,"0","0",0
3,0,18,0,1,0,0,0,0,1,1,6,1,17,4,125,1,7,1,2,4,"13:15:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,2,0,1,0,0,0,0,1,1,6,3,NA,NA,NA,NA,NA,NA,2,4,"13:15:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,9,0,8,0,0,0,0,1,1,6,1,57,9,1590,1,14,1,2,3,"14:13:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,8,0,0,0,0,3,1,6,1,43,7,1995,2,11,1,2,3,"14:13:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,3,1,6,1,43,7,1995,2,11,1,2,3,"14:13:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,3,1,6,1,43,7,1995,2,11,1,2,3,"14:13:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,4,18,0,0,0,0,0,0,1,1,6,1,24,5,2494,2,8,1,3,3,"15:40:00",3,3,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,4,18,0,0,0,0,0,0,1,1,6,1,24,5,2494,2,8,1,3,3,"15:40:00",3,3,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,0,3,0,0,0,0,0,0,2,1,6,2,55,8,2993,2,3,1,3,3,"15:40:00",3,3,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,0,3,0,0,0,0,0,0,2,1,6,1,59,9,1461,2,9,1,3,3,"15:40:00",3,3,30,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,0,0,0,0,0,1,1,6,1,25,5,6208,1,2,1,6,7,"20:15:00",3,6,30,0,NA,NA,0,0,4,1,1,0,0,1,"NA","NA",0
9,0,18,0,0,0,0,0,0,1,1,6,1,29,6,1461,2,4,1,6,7,"20:15:00",3,6,30,0,NA,NA,0,0,4,1,1,0,0,1,"0","0",0
9,0,18,0,0,0,0,0,0,2,1,6,1,26,6,1598,1,10,1,6,7,"20:15:00",3,6,30,0,NA,NA,0,0,4,1,1,0,0,1,"0","0",0
9,0,2,0,0,0,0,0,0,1,1,6,1,30,6,1598,1,10,1,6,7,"20:15:00",3,6,30,0,NA,NA,0,0,4,1,1,0,0,1,"NA","NA",0
9,0,2,0,0,0,0,0,0,1,1,6,1,30,6,NA,NA,NA,1,6,7,"20:15:00",3,6,30,0,NA,NA,0,0,4,1,1,0,0,1,"NA","NA",0
9,0,2,0,0,0,0,0,0,1,1,6,1,30,6,1598,1,6,1,6,7,"20:15:00",3,6,30,0,NA,NA,0,0,4,1,1,0,0,1,"NA","NA",0
9,0,18,0,8,0,0,0,0,1,1,6,1,30,6,NA,NA,NA,NA,3,2,"08:15:00",3,6,40,3,4,6,0,4,1,1,1,0,0,1,"NA","NA",0
9,0,4,0,8,0,0,0,0,2,1,1,1,40,7,1995,2,13,1,3,2,"08:15:00",3,6,40,3,4,6,0,4,1,1,1,0,0,1,"0","0",0
9,0,3,0,8,0,0,0,0,1,1,6,2,71,10,1388,1,7,1,3,2,"08:15:00",3,6,40,3,4,6,0,4,1,1,1,0,0,1,"0","0",0
9,0,9,4,5,0,0,0,0,4,1,6,1,81,11,1560,2,NA,1,2,3,"09:18:00",3,6,40,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,18,4,8,0,0,0,0,1,1,6,1,64,9,NA,NA,NA,1,2,3,"09:18:00",3,6,40,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,16,0,0,0,0,0,0,1,1,1,1,20,4,1390,1,13,1,2,1,"13:10:00",5,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,0,16,0,0,0,0,0,0,1,1,1,1,20,4,1390,1,13,1,2,1,"13:10:00",5,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,0,16,0,0,0,0,0,0,1,1,1,1,20,4,1390,1,13,1,2,1,"13:10:00",5,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,0,17,0,0,0,0,1,0,1,1,2,2,43,7,1560,2,7,1,2,1,"13:10:00",5,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,0,1,6,3,NA,NA,NA,NA,NA,NA,4,3,"13:41:00",3,6,30,6,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
90,0,18,0,8,0,0,0,0,2,1,6,1,56,9,NA,NA,NA,1,4,3,"13:41:00",3,6,30,6,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
90,0,18,0,1,0,0,0,0,1,1,6,1,67,10,NA,NA,NA,1,4,3,"13:41:00",3,6,30,6,4,6,0,0,1,1,1,0,0,1,"0","0",0
90,0,18,0,1,0,0,0,0,1,1,6,1,67,10,NA,NA,NA,1,4,3,"13:41:00",3,6,30,6,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,1,0,0,0,0,1,1,6,1,21,5,1364,1,7,1,4,3,"13:41:00",3,6,30,6,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,8,0,0,0,0,4,1,6,1,30,6,1242,1,13,NA,2,3,"12:30:00",6,6,30,6,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,8,0,0,0,0,1,1,6,2,35,6,1798,1,6,1,2,3,"12:30:00",6,6,30,6,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,4,1,6,2,54,8,1248,1,3,1,1,4,"11:30:00",6,3,30,3,4,6,0,0,1,1,1,0,0,1,"5","1",0
9,0,9,0,8,0,0,0,0,3,1,6,2,22,5,1299,1,10,1,2,1,"22:20:00",3,6,30,3,4,5,0,0,4,1,1,0,0,1,"0","0",0
8,0,18,0,8,0,0,0,0,1,1,1,1,30,6,1896,2,8,1,2,1,"22:20:00",3,6,30,3,4,5,0,0,4,1,1,0,0,1,"NA","NA",0
9,0,7,0,6,0,0,0,0,0,1,6,2,30,6,2199,2,5,1,3,3,"10:57:00",4,6,30,8,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,8,0,0,0,0,1,1,6,1,26,6,NA,NA,NA,1,3,3,"10:57:00",4,6,30,8,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,7,0,5,0,0,0,0,4,1,6,2,64,9,NA,NA,NA,1,3,3,"10:57:00",4,6,30,8,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,0,0,0,0,0,1,1,6,2,76,11,1799,1,8,1,1,5,"11:08:00",3,6,40,0,NA,NA,0,0,1,1,1,0,0,1,"5","1",0
9,0,18,0,0,0,0,0,0,1,1,6,2,76,11,1799,1,8,1,1,5,"11:08:00",3,6,40,0,NA,NA,0,0,1,1,1,0,0,1,"5","1",0
9,0,18,0,0,2,0,8,10,4,1,6,1,45,7,1587,1,14,NA,1,6,"02:47:00",5,6,30,0,NA,NA,0,0,4,1,1,0,0,1,"0","0",1
9,0,18,0,8,0,0,0,0,4,1,1,1,54,8,1086,1,9,1,2,4,"09:35:00",6,6,30,6,4,6,0,0,1,1,1,0,0,1,"0","0",0
