"vehicle_type","towing_and_articulation","vehicle_manoeuvre","vehicle_location.restricted_lane","junction_location","skidding_and_overturning","hit_object_in_carriageway","vehicle_leaving_carriageway","hit_object_off_carriageway","X1st_point_of_impact","was_vehicle_left_hand_drive.","journey_purpose_of_driver","sex_of_driver","age_of_driver","age_band_of_driver","engine_capacity_.cc.","propulsion_code","age_of_vehicle","driver_home_area_type","number_of_vehicles","day_of_week","time","X1st_road_class","road_type","speed_limit","junction_detail","junction_control","X2nd_road_class","pedestrian_crossing.human_control","pedestrian_crossing.physical_facilities","light_conditions","weather_conditions","road_surface_conditions","special_conditions_at_site","carriageway_hazards","urban_or_rural_area","pedestrian_location","pedestrian_movement","fatal"
9,0,18,0,8,0,0,0,0,2,1,6,1,52,8,NA,NA,NA,NA,3,1,"16:56:00",4,6,40,6,2,4,0,0,1,1,1,0,0,1,"NA","NA",0
5,0,18,0,8,0,0,0,0,1,1,2,1,53,8,1255,1,5,1,3,1,"16:56:00",4,6,40,6,2,4,0,0,1,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,0,1,6,1,44,7,2179,2,10,1,3,1,"16:56:00",4,6,40,6,2,4,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,9,0,8,0,0,0,0,1,1,6,1,21,5,1896,2,11,1,2,5,"13:30:00",5,6,30,6,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,1,1,6,2,44,7,1398,1,12,1,2,5,"13:30:00",5,6,30,6,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,2,29,6,1490,1,10,NA,3,4,"08:10:00",3,6,50,1,4,1,0,0,1,1,2,0,0,2,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,1,29,6,2495,2,23,1,3,4,"08:10:00",3,6,50,1,4,1,0,0,1,1,2,0,0,2,"NA","NA",0
9,0,18,0,8,0,0,0,0,1,1,6,2,36,7,999,1,2,NA,3,4,"08:10:00",3,6,50,1,4,1,0,0,1,1,2,0,0,2,"0","0",0
9,0,5,0,6,0,0,0,0,1,1,2,1,35,6,1560,2,2,1,2,3,"14:09:00",6,6,30,9,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
3,0,18,0,8,0,0,0,0,1,1,2,2,35,6,124,1,4,1,2,3,"14:09:00",6,6,30,9,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,0,0,0,0,0,1,1,6,1,48,8,1995,2,1,1,2,4,"14:56:00",3,3,40,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,0,0,0,0,0,2,1,6,2,49,8,NA,NA,NA,1,2,4,"14:56:00",3,3,40,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,0,0,10,1,5,1,1,6,1,27,6,3799,1,NA,NA,3,1,"09:40:00",4,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,2,0,0,0,0,0,0,2,1,6,1,29,6,NA,NA,NA,1,3,1,"09:40:00",4,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
1,0,2,0,0,0,0,0,0,2,1,6,1,29,6,NA,NA,NA,1,3,1,"09:40:00",4,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,9,0,5,0,0,0,0,3,1,6,1,86,11,1242,1,NA,1,1,3,"10:15:00",4,2,30,6,2,3,0,5,1,1,1,0,0,1,"10","9",0
9,0,5,0,3,0,0,0,0,0,1,6,1,25,5,1229,1,9,1,2,7,"14:15:00",3,1,30,1,4,4,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,9,0,4,0,0,2,7,1,1,6,1,29,6,1200,1,1,1,2,7,"14:15:00",3,1,30,1,4,4,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,1,0,0,0,0,2,1,6,1,24,5,1388,1,12,1,2,7,"11:40:00",6,6,30,6,4,5,0,1,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,1,0,0,0,0,1,1,6,1,65,9,NA,NA,NA,1,2,7,"11:40:00",6,6,30,6,4,5,0,1,1,1,1,0,0,1,"0","0",0
9,0,18,0,0,0,0,0,0,4,1,6,2,22,5,998,1,NA,1,1,1,"12:44:00",4,6,30,0,NA,NA,0,4,1,1,1,0,0,1,"4","2",0
9,0,18,0,2,0,0,0,0,1,1,6,1,25,5,1598,1,8,1,2,6,"16:22:00",3,6,40,3,2,6,0,5,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,2,0,0,0,0,2,1,2,2,39,7,1198,1,3,1,2,6,"16:22:00",3,6,40,3,2,6,0,5,1,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,1,1,6,2,34,6,998,1,3,1,2,6,"13:15:00",3,6,40,6,2,3,0,5,1,1,2,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,2,47,8,1598,1,14,1,2,6,"13:15:00",3,6,40,6,2,3,0,5,1,1,2,0,0,1,"0","0",0
9,0,6,0,0,0,0,0,0,3,1,6,2,23,5,1149,1,11,1,2,3,"09:06:00",5,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,0,0,0,0,0,1,1,6,1,40,7,1796,1,12,1,2,3,"09:06:00",5,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,0,1,0,1,4,1,1,6,1,17,4,998,1,8,1,1,6,"22:30:00",6,6,30,0,NA,NA,0,0,4,2,2,0,0,2,"0","0",0
9,0,18,0,0,1,0,1,4,1,1,6,1,17,4,998,1,8,1,1,6,"22:30:00",6,6,30,0,NA,NA,0,0,4,2,2,0,0,2,"0","0",0
9,0,5,0,8,0,0,0,0,1,1,2,2,19,4,1242,1,3,1,2,4,"09:25:00",6,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,1,40,7,1896,2,9,1,2,4,"09:25:00",6,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,9,0,8,0,0,0,0,1,1,6,2,43,7,1242,1,10,1,2,6,"08:20:00",4,6,30,3,2,4,0,5,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,1,29,6,1396,1,15,1,2,6,"08:20:00",4,6,30,3,2,4,0,5,1,1,1,0,0,1,"NA","NA",0
19,0,18,0,1,0,0,0,0,1,1,6,1,41,7,2198,2,3,1,2,4,"17:25:00",3,3,30,9,2,4,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,8,0,1,0,0,0,0,2,1,6,1,43,7,998,1,1,1,2,4,"17:25:00",3,3,30,9,2,4,0,0,1,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,4,1,6,2,37,7,1598,1,7,1,2,5,"10:05:00",3,6,30,9,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,15,0,8,0,0,0,0,1,1,6,2,70,10,1061,1,9,1,2,5,"10:05:00",3,6,30,9,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,4,0,0,0,0,1,1,2,1,21,5,1398,1,4,2,2,2,"16:00:00",3,1,30,1,4,3,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,8,0,0,0,0,2,1,2,1,24,5,NA,NA,NA,1,2,2,"16:00:00",3,1,30,1,4,3,0,0,1,1,1,0,0,1,"0","0",0
9,0,14,0,2,0,0,0,0,1,1,6,2,40,7,1985,1,17,1,1,3,"16:00:00",6,6,30,3,4,6,0,0,1,1,1,0,0,1,"5","1",0
9,0,18,0,1,0,0,0,0,1,1,6,2,30,6,1896,2,10,NA,2,5,"17:30:00",6,6,30,3,4,3,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,10,0,1,0,0,0,0,2,1,6,2,34,6,1398,1,10,1,2,5,"17:30:00",6,6,30,3,4,3,0,0,1,1,1,0,0,1,"0","0",0
9,0,10,0,1,0,0,0,0,2,1,6,2,34,6,1398,1,10,1,2,5,"17:30:00",6,6,30,3,4,3,0,0,1,1,1,0,0,1,"0","0",0
9,0,10,0,1,0,0,0,0,2,1,6,2,34,6,1398,1,10,1,2,5,"17:30:00",6,6,30,3,4,3,0,0,1,1,1,0,0,1,"0","0",0
9,0,9,0,5,0,0,0,0,0,1,3,2,35,6,1582,2,3,1,2,6,"14:20:00",6,6,30,3,4,6,0,1,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,6,0,0,0,0,2,1,1,1,52,8,NA,NA,NA,1,2,6,"14:20:00",6,6,30,3,4,6,0,1,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,1,0,0,0,1,1,6,1,17,4,1388,1,13,1,3,6,"18:40:00",3,3,30,6,2,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,8,0,0,0,0,1,1,6,1,63,9,1598,1,2,1,3,6,"18:40:00",3,3,30,6,2,6,0,0,1,1,1,0,0,1,"NA","NA",0
8,0,18,0,8,0,0,4,10,4,1,6,1,32,6,1598,2,2,1,3,6,"18:40:00",3,3,30,6,2,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,7,0,3,0,0,0,0,1,1,6,1,38,7,1598,1,3,1,1,7,"11:30:00",5,1,30,1,4,3,0,4,1,1,1,0,0,1,"4","3",1
9,0,9,0,8,0,0,0,0,3,1,6,1,55,8,1596,1,10,1,2,6,"22:15:00",3,6,30,3,4,6,0,0,4,1,1,0,0,1,"NA","NA",0
4,0,18,0,8,0,0,0,0,1,1,6,1,22,5,124,1,NA,1,2,6,"22:15:00",3,6,30,3,4,6,0,0,4,1,1,0,0,1,"0","0",0
9,0,18,0,3,0,0,0,0,4,1,6,1,65,9,1968,2,7,1,2,3,"21:50:00",3,1,30,1,4,5,0,0,4,1,1,0,0,1,"0","0",0
9,0,16,0,4,0,0,0,0,3,1,6,1,22,5,1299,1,10,1,2,3,"21:50:00",3,1,30,1,4,5,0,0,4,1,1,0,0,1,"NA","NA",0
9,0,18,0,1,0,0,0,0,1,1,6,1,25,5,1560,2,NA,NA,2,3,"14:50:00",5,6,30,3,4,5,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,1,0,0,0,0,2,1,6,2,36,7,NA,NA,NA,1,2,3,"14:50:00",5,6,30,3,4,5,0,0,1,1,1,0,0,1,"0","0",0
9,0,9,0,2,0,0,0,0,1,1,6,1,64,9,1598,2,1,1,1,5,"14:00:00",6,2,30,3,4,4,0,0,1,1,1,0,0,1,"5","1",0
9,0,9,0,6,0,0,0,0,1,1,2,1,55,8,1206,1,4,1,2,2,"15:05:00",4,6,30,8,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,18,4,8,0,0,0,0,1,1,6,1,18,4,NA,NA,NA,1,2,2,"15:05:00",4,6,30,8,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,1,1,6,1,40,7,1587,1,8,3,2,5,"08:20:00",4,6,30,3,4,5,0,0,1,1,1,0,0,1,"NA","NA",0
3,0,18,0,8,0,0,0,0,1,1,2,1,21,5,125,1,1,1,2,5,"08:20:00",4,6,30,3,4,5,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,2,23,5,1242,1,6,1,2,3,"19:32:00",3,3,30,1,4,3,0,0,4,2,2,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,2,23,5,1242,1,6,1,2,3,"19:32:00",3,3,30,1,4,3,0,0,4,2,2,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,2,21,5,1199,1,1,1,2,3,"19:32:00",3,3,30,1,4,3,0,0,4,2,2,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,3,1,6,1,57,9,1794,1,13,1,2,6,"12:37:00",3,6,30,6,4,5,0,0,1,1,1,0,0,1,"NA","NA",0
3,0,18,0,8,0,0,0,0,1,1,6,2,30,6,278,1,1,NA,2,6,"12:37:00",3,6,30,6,4,5,0,0,1,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,3,1,3,2,37,7,998,1,6,1,2,3,"17:30:00",3,6,30,3,4,5,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,2,72,10,998,1,4,1,2,3,"17:30:00",3,6,30,3,4,5,0,0,1,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,1,2,1,6,2,60,9,1998,1,10,1,2,7,"11:49:00",3,6,30,6,2,5,0,0,1,1,1,0,0,1,"0","0",0
20,0,13,0,8,0,0,0,1,1,1,1,2,33,6,NA,NA,NA,NA,2,7,"11:49:00",3,6,30,6,2,5,0,0,1,1,1,0,0,1,"NA","NA",0
8,0,2,0,0,0,0,0,0,4,1,1,1,65,9,1560,2,3,NA,2,5,"14:10:00",6,6,30,0,NA,NA,0,0,1,1,1,0,2,1,"NA","NA",0
1,0,18,0,0,0,8,0,0,1,1,6,1,69,10,NA,NA,NA,1,2,5,"14:10:00",6,6,30,0,NA,NA,0,0,1,1,1,0,2,1,"0","0",0
1,0,18,0,1,0,0,0,0,1,1,2,1,48,8,NA,NA,NA,1,2,4,"16:11:00",4,6,40,6,2,3,0,5,1,1,1,0,0,1,"0","0",0
9,0,18,0,2,0,0,0,0,1,1,2,2,28,6,1753,2,7,2,2,4,"16:11:00",4,6,40,6,2,3,0,5,1,1,1,0,0,1,"NA","NA",0
9,0,6,0,8,0,0,0,0,3,1,6,1,38,7,1896,2,10,1,2,6,"15:40:00",5,6,30,8,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,6,0,8,0,0,0,0,3,1,6,1,38,7,1896,2,10,1,2,6,"15:40:00",5,6,30,8,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,17,0,8,0,0,0,0,1,1,1,1,33,6,1560,2,7,1,2,6,"15:40:00",5,6,30,8,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,5,0,0,0,0,0,0,1,1,6,1,21,5,1360,1,12,NA,2,4,"17:10:00",6,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,0,0,0,0,0,1,1,6,2,19,4,1199,2,4,1,2,4,"17:10:00",6,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,0,0,0,0,0,1,1,6,2,30,6,1596,1,2,NA,2,7,"12:45:00",4,6,40,0,NA,NA,0,0,1,1,1,0,0,2,"NA","NA",0
9,0,18,0,0,0,0,0,0,3,1,6,1,48,8,1598,1,10,1,2,7,"12:45:00",4,6,40,0,NA,NA,0,0,1,1,1,0,0,2,"0","0",0
9,0,18,0,0,0,0,0,0,3,1,6,1,48,8,1598,1,10,1,2,7,"12:45:00",4,6,40,0,NA,NA,0,0,1,1,1,0,0,2,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,2,35,6,1995,2,10,1,1,3,"16:10:00",3,3,30,6,2,4,0,5,1,1,2,0,0,1,"10","1",0
9,0,4,0,0,0,0,0,0,0,1,6,3,NA,NA,NA,NA,NA,NA,2,5,"08:40:00",3,3,40,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,4,0,0,0,0,1,1,1,1,6,2,23,5,1248,2,10,1,2,5,"08:40:00",3,3,40,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
1,0,18,0,0,0,0,0,0,1,1,2,2,49,8,NA,NA,NA,1,1,6,"17:03:00",5,2,30,0,NA,NA,0,0,7,1,1,0,0,1,"0","0",1
9,0,6,0,1,0,0,0,0,3,1,2,2,22,5,1896,2,8,3,2,2,"17:35:00",4,6,40,3,4,4,0,0,1,1,1,0,0,2,"NA","NA",0
5,0,14,0,1,0,0,0,0,4,1,2,1,54,8,1250,1,9,1,2,2,"17:35:00",4,6,40,3,4,4,0,0,1,1,1,0,0,2,"0","0",0
9,0,1,0,8,0,0,0,0,2,1,6,1,24,5,1796,1,15,1,1,7,"14:54:00",6,6,30,3,2,4,0,5,1,1,1,0,0,1,"1","3",0
9,0,18,0,6,0,0,0,0,3,1,6,2,30,6,NA,NA,NA,NA,2,5,"09:10:00",6,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,18,0,8,0,0,0,0,4,1,1,1,47,8,NA,NA,NA,1,2,5,"09:10:00",6,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
90,0,7,0,2,0,0,0,0,4,1,1,1,56,9,NA,NA,NA,2,1,3,"07:30:00",5,6,30,6,2,5,0,5,1,1,1,0,0,1,"1","3",0
9,0,18,0,8,0,0,0,0,1,1,6,1,25,5,1968,2,NA,1,2,1,"12:32:00",3,3,30,7,2,3,0,5,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,8,0,0,0,0,2,1,6,1,23,5,1995,2,5,NA,2,1,"12:32:00",3,3,30,7,2,3,0,5,1,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,2,1,6,1,23,5,1995,2,5,NA,2,1,"12:32:00",3,3,30,7,2,3,0,5,1,1,1,0,0,1,"0","0",0
9,0,18,0,0,0,0,0,0,4,1,6,2,26,6,1199,1,12,1,1,2,"18:24:00",6,6,30,0,NA,NA,0,0,4,1,1,0,0,1,"5","1",0
9,0,7,0,8,0,0,0,0,3,1,2,2,22,5,1199,1,11,1,2,5,"07:22:00",3,6,30,3,4,6,0,0,4,1,2,0,0,1,"NA","NA",0
5,0,17,0,8,0,0,0,0,1,1,2,1,58,9,782,1,NA,1,2,5,"07:22:00",3,6,30,3,4,6,0,0,4,1,2,0,0,1,"0","0",0
9,0,7,0,8,0,0,0,0,3,1,6,1,42,7,1870,2,10,1,2,4,"18:30:00",3,3,30,8,4,6,0,0,1,9,1,0,0,1,"NA","NA",0
1,0,18,0,8,0,0,0,0,1,1,6,1,43,7,NA,NA,NA,1,2,4,"18:30:00",3,3,30,8,4,6,0,0,1,9,1,0,0,1,"0","0",0
9,0,11,0,2,0,0,0,0,4,1,6,1,38,7,2521,1,10,1,2,6,"20:33:00",3,2,30,6,2,3,0,5,4,1,2,0,0,1,"NA","NA",0
9,0,7,0,2,0,7,0,7,1,1,6,2,52,8,1299,1,13,1,2,6,"20:33:00",3,2,30,6,2,3,0,5,4,1,2,0,0,1,"0","0",0
9,0,11,0,8,0,0,0,0,2,1,2,1,22,5,998,1,12,1,2,2,"17:18:00",3,1,30,1,4,5,0,0,4,7,1,0,0,1,"0","0",0
19,0,18,0,8,0,0,0,0,1,1,1,1,45,7,NA,NA,NA,1,2,2,"17:18:00",3,1,30,1,4,5,0,0,4,7,1,0,0,1,"NA","NA",0
9,0,9,0,8,0,0,0,0,1,1,2,1,56,9,1199,1,16,1,2,4,"11:15:00",5,6,60,3,4,5,0,0,1,1,2,0,0,1,"NA","NA",0
5,0,18,0,8,0,0,0,1,0,1,2,2,42,7,248,1,2,3,2,4,"11:15:00",5,6,60,3,4,5,0,0,1,1,2,0,0,1,"0","0",0
9,0,6,0,1,0,0,0,0,1,1,6,1,54,8,1329,1,NA,1,2,5,"18:45:00",3,6,30,3,4,6,0,0,4,2,2,0,0,1,"NA","NA",0
3,0,14,0,1,0,0,0,0,1,1,6,1,49,8,NA,NA,NA,1,2,5,"18:45:00",3,6,30,3,4,6,0,0,4,2,2,0,0,1,"0","0",0
8,0,7,0,6,0,0,0,0,1,1,1,1,59,9,NA,NA,NA,1,2,1,"10:08:00",3,3,40,3,4,5,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,18,4,8,0,0,0,0,4,1,6,1,37,7,NA,NA,NA,1,2,1,"10:08:00",3,3,40,3,4,5,0,0,1,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,3,1,6,1,26,6,1397,1,5,1,2,7,"10:12:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,8,0,0,0,0,1,1,6,1,41,7,1598,2,NA,NA,2,7,"10:12:00",3,6,30,3,4,6,0,0,1,1,1,0,0,1,"0","0",0
9,0,5,0,8,0,0,0,0,1,1,6,2,28,6,1598,2,NA,1,2,6,"17:16:00",5,6,30,3,4,6,0,0,4,1,1,0,0,1,"NA","NA",0
1,0,18,0,8,0,0,0,0,1,1,6,1,39,7,NA,NA,NA,1,2,6,"17:16:00",5,6,30,3,4,6,0,0,4,1,1,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,6,1,82,11,1968,2,2,1,1,6,"19:25:00",5,6,30,3,4,6,0,0,4,1,1,0,0,1,"5","3",0
9,0,5,0,0,0,0,0,0,3,1,1,1,23,5,1600,1,17,1,3,5,"15:00:00",5,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,0,0,0,0,0,1,1,2,2,47,8,1398,1,NA,2,3,5,"15:00:00",5,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,2,0,0,0,0,0,0,3,1,6,3,NA,NA,1242,1,6,1,3,5,"15:00:00",5,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
1,0,18,4,8,0,0,0,0,4,1,2,1,49,8,NA,NA,NA,1,2,4,"17:40:00",3,3,30,9,4,6,0,0,4,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,0,1,2,1,43,7,1948,1,15,1,2,4,"17:40:00",3,3,30,9,4,6,0,0,4,1,1,0,0,1,"NA","NA",0
19,0,8,0,8,0,0,0,0,1,1,6,1,30,6,2198,2,2,NA,2,1,"11:44:00",5,1,30,2,4,5,0,1,1,1,2,0,0,1,"NA","NA",0
9,0,18,0,8,0,0,1,0,4,1,6,2,41,7,1796,1,13,1,2,1,"11:44:00",5,1,30,2,4,5,0,1,1,1,2,0,0,1,"0","0",0
9,0,3,0,0,0,0,0,0,1,1,6,1,29,6,1398,1,13,1,2,1,"14:20:00",3,6,40,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,3,0,0,0,0,0,0,2,1,6,2,37,7,1364,1,2,1,2,1,"14:20:00",3,6,40,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,1,0,0,0,0,0,1,6,2,67,10,1598,1,NA,NA,1,7,"15:20:00",5,6,30,7,2,6,0,5,1,1,2,0,0,1,"10","1",0
9,0,18,0,1,0,0,0,0,0,1,6,2,67,10,1598,1,NA,NA,1,7,"15:20:00",5,6,30,7,2,6,0,5,1,1,2,0,0,1,"10","1",0
9,0,18,0,0,0,0,0,0,1,1,6,2,25,5,998,1,1,1,4,6,"16:22:00",3,3,30,0,NA,NA,0,0,4,1,1,0,0,1,"NA","NA",0
19,0,3,0,0,0,0,0,0,2,1,2,1,47,8,1598,2,1,1,4,6,"16:22:00",3,3,30,0,NA,NA,0,0,4,1,1,0,0,1,"0","0",0
9,0,3,0,0,0,0,0,0,2,1,6,2,70,10,1339,1,9,1,4,6,"16:22:00",3,3,30,0,NA,NA,0,0,4,1,1,0,0,1,"0","0",0
9,0,3,0,0,0,0,0,0,2,1,6,2,41,7,999,1,NA,1,4,6,"16:22:00",3,3,30,0,NA,NA,0,0,4,1,1,0,0,1,"0","0",0
9,0,7,0,6,0,0,0,0,1,1,6,2,42,7,1598,2,5,1,2,1,"11:40:00",3,6,30,3,4,4,0,0,1,1,2,0,0,1,"NA","NA",0
1,0,18,0,8,0,0,0,0,4,1,6,1,82,11,NA,NA,NA,1,2,1,"11:40:00",3,6,30,3,4,4,0,0,1,1,2,0,0,1,"0","0",0
9,0,18,0,8,0,0,0,0,1,1,2,1,39,7,2993,2,NA,NA,1,5,"17:30:00",3,3,30,3,4,6,0,8,4,1,2,0,0,1,"9","5",0
9,0,14,0,0,0,0,0,0,1,1,3,1,57,9,1749,1,14,1,2,5,"08:04:00",5,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,0,14,0,0,0,0,0,0,1,1,3,1,57,9,1749,1,14,1,2,5,"08:04:00",5,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"5","2",0
11,0,2,0,0,0,0,0,0,0,1,1,1,35,6,6700,2,7,1,2,5,"08:04:00",5,6,30,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
9,0,18,0,8,0,0,0,0,1,1,3,3,NA,NA,1968,2,11,NA,2,3,"17:00:00",6,6,20,6,4,6,0,0,4,1,2,0,0,1,"NA","NA",0
9,0,18,0,8,0,0,0,0,4,1,6,1,44,7,1956,2,1,1,2,3,"17:00:00",6,6,20,6,4,6,0,0,4,1,2,0,0,1,"0","0",0
9,0,9,0,6,0,0,0,0,1,1,2,1,38,7,2521,1,7,1,3,4,"17:01:00",5,6,30,3,4,5,0,0,7,1,2,0,0,1,"NA","NA",0
9,0,3,0,8,0,0,0,0,0,1,2,2,38,7,1560,2,6,1,3,4,"17:01:00",5,6,30,3,4,5,0,0,7,1,2,0,0,1,"NA","NA",0
5,0,14,0,8,0,0,0,0,1,1,2,1,34,6,999,1,7,1,3,4,"17:01:00",5,6,30,3,4,5,0,0,7,1,2,0,0,1,"0","0",0
1,0,17,0,8,0,0,0,0,1,1,2,1,61,9,NA,NA,NA,1,2,3,"05:40:00",3,6,30,3,4,5,0,0,4,1,1,0,0,1,"0","0",0
9,0,9,0,8,0,0,0,0,3,1,6,1,35,6,1968,2,1,1,2,3,"05:40:00",3,6,30,3,4,5,0,0,4,1,1,0,0,1,"NA","NA",0
9,0,9,0,5,0,0,0,0,1,1,6,1,32,6,2179,2,NA,1,2,2,"20:37:00",3,3,40,7,2,3,0,5,4,1,2,0,0,1,"NA","NA",0
9,0,18,0,8,5,0,0,0,2,1,6,1,32,6,1998,2,3,1,2,2,"20:37:00",3,3,40,7,2,3,0,5,4,1,2,0,0,1,"0","0",0
9,0,18,0,0,0,0,1,4,3,1,6,1,22,5,1199,1,15,1,1,3,"20:43:00",5,6,30,0,NA,NA,0,0,4,1,2,0,0,1,"0","0",0
9,0,18,0,2,0,0,0,0,3,1,1,1,43,7,1686,2,6,1,1,3,"16:50:00",4,6,30,3,4,6,0,4,4,1,1,0,0,1,"9","9",0
9,0,6,0,0,0,0,0,0,3,1,6,1,78,11,1598,1,9,1,2,2,"09:24:00",3,6,50,0,NA,NA,0,0,1,1,1,0,0,1,"NA","NA",0
5,0,18,0,0,5,0,0,0,1,1,6,1,30,6,647,1,16,NA,2,2,"09:24:00",3,6,50,0,NA,NA,0,0,1,1,1,0,0,1,"0","0",0
9,0,18,0,1,0,0,0,0,1,1,6,2,82,11,2148,2,14,1,2,6,"20:22:00",3,3,30,7,2,5,0,5,4,1,2,0,0,1,"NA","NA",0
9,0,8,0,1,0,0,0,0,2,1,1,1,32,6,1896,2,8,NA,2,6,"20:22:00",3,3,30,7,2,5,0,5,4,1,2,0,0,1,"0","0",0
2,0,18,0,8,1,0,0,0,4,1,2,1,34,6,125,1,NA,1,2,3,"15:10:00",5,6,30,9,4,6,0,0,1,2,2,0,0,1,"0","0",0
19,0,9,0,8,0,0,0,0,3,1,1,1,63,9,1248,2,1,NA,2,3,"15:10:00",5,6,30,9,4,6,0,0,1,2,2,0,0,1,"NA","NA",0
9,0,4,0,0,0,0,0,0,1,1,6,1,30,6,NA,NA,NA,NA,3,4,"16:35:00",3,3,40,0,NA,NA,0,0,4,1,2,0,0,1,"NA","NA",0
9,0,4,0,0,0,0,0,0,2,1,6,1,26,6,1995,1,10,1,3,4,"16:35:00",3,3,40,0,NA,NA,0,0,4,1,2,0,0,1,"0","0",0
9,0,4,0,0,0,0,0,0,2,1,6,1,26,6,1995,1,10,1,3,4,"16:35:00",3,3,40,0,NA,NA,0,0,4,1,2,0,0,1,"0","0",0
9,0,4,0,0,0,0,0,0,2,1,6,1,23,5,1149,1,10,1,3,4,"16:35:00",3,3,40,0,NA,NA,0,0,4,1,2,0,0,1,"NA","NA",0
